ICD_1,ICD_2,COUNT
403.91,276.1,5
995.91,599,5
401.9,577,5
401.9,570,5
401.9,E932.0,5
263.9,401.9,5
995.91,401.9,5
482.41,996.62,5
507,518.5,5
276.2,996.62,5
577,584.5,5
276.1,486,5
V09.0,584.9,5
512.1,401.9,5
458.29,401.9,5
998.12,403.91,5
V09.0,496,5
785.51,584.9,5
427.5,250,5
789.5,572.3,5
286.7,428,5
491.21,507,5
276,458.9,5
285.1,584.5,5
780.57,427.31,5
276.2,285.9,5
785.52,276.5,5
38.9,577,5
789.5,995.92,5
486,996.81,5
403.9,428,5
287.4,486,5
276.1,403.91,5
496,425.4,5
584.9,414.8,5
427.5,507,5
577,518.81,5
507,V44.0,5
584.5,276.7,5
486,412,5
410.71,276.5,5
599,789.5,5
276.2,8.45,5
263.9,276.5,5
428,572.2,5
584.9,38.49,5
428,518.82,5
785.52,486,5
287.5,285.9,5
287.5,285.1,5
414.01,425.4,5
401.9,427.1,5
443.9,428,5
285.1,507,5
401.9,276.7,5
401.9,276.3,5
255.4,427.31,5
205,428,5
996.85,428,5
585.9,403.91,5
427.5,424,5
V09.0,518.81,5
496,272,5
403.91,250.6,5
518.81,424.1,5
427.31,567.2,5
599,511.9,5
458.9,584.5,5
38.9,8.45,5
38.11,584.9,5
585.6,250.4,5
250,38.49,5
584.9,285.29,5
244.9,V45.82,5
584.9,427.89,5
584.9,427.81,5
482,996.82,5
995.92,285.1,5
285.29,38.9,5
278,599,5
403.91,585.9,5
518.84,599,5
38.8,428,5
403.91,458.9,5
789.5,38.9,5
491.21,486,5
599,567.2,5
272,244.9,5
38.9,789.5,5
276.5,785.52,5
276.5,585,5
250,8.45,5
276.5,571.5,5
244.9,V45.01,5
V58.65,401.9,5
428,998.32,5
357.2,428,5
287.4,427.31,5
482.83,428,5
428.3,486,5
518.84,276.2,5
V10.11,414.01,5
599,997.1,5
493.2,401.9,5
427.31,293,5
427.31,396.2,5
427.31,287.4,5
284.8,789.5,5
428,357.2,5
276.5,276.1,5
38.9,518.84,5
401.9,V58.61,5
286.6,518.81,5
276.51,496,5
571.5,403.91,5
V44.0,518.81,5
276.5,427.5,5
V45.01,584.9,5
707.03,996.81,5
287.5,496,5
414.01,428.3,5
276.2,V45.81,5
996.85,518.81,5
584.5,599,5
V45.02,414.01,5
428,348.1,5
70.54,38.9,5
995.91,518.81,5
486,996.62,5
276.7,424,5
780.39,285.1,5
599,572.3,5
427.31,V58.65,5
280,571.5,5
584.9,493.2,4
577,428,4
511.9,38.9,4
599,682.2,4
365.9,427.31,4
V45.82,V45.81,4
401.9,253.5,4
403.91,416.8,4
496,255.4,4
996.81,997.1,4
428.32,427.31,4
414.01,577,4
518.81,396.3,4
276.2,263.9,4
584.9,785.59,4
428,707.12,4
250,112.2,4
496,280,4
276.2,518,4
493.2,276.2,4
482.1,518.81,4
410.71,557,4
403.91,V45.01,4
496,790.92,4
244.9,276,4
112.2,995.92,4
276.2,789.5,4
412,250,4
263.9,789.5,4
272.4,V58.61,4
401.9,427.41,4
996.81,272,4
250,572.2,4
285.9,518.5,4
38.9,V58.61,4
38.9,V58.67,4
428.3,403.91,4
995.91,785.52,4
250.51,272,4
571.5,496,4
486,998.59,4
276.5,V45.81,4
263.9,584.9,4
427.31,250.41,4
572.3,428,4
276.7,518,4
425.4,38.9,4
288,518.81,4
486,427.5,4
403.91,998.11,4
599,311,4
733,599,4
599.7,414.01,4
403.91,780.39,4
38.11,250,4
70.54,428,4
583.81,250,4
412,486,4
276.7,496,4
518.81,V15.81,4
785.52,424,4
274.9,496,4
427.81,401.9,4
412,425.4,4
276.1,285.1,4
584.5,790.7,4
584.9,482,4
286.6,486,4
424,250.4,4
250,278.01,4
285.29,486,4
584.9,518.82,4
427.31,571.5,4
287.5,785.52,4
70.54,571.5,4
276.1,584.9,4
707.03,403.91,4
197,V10.52,4
272,507,4
599,V45.01,4
38.9,286.7,4
428,250.61,4
276.7,412,4
272,996.81,4
424.1,584.9,4
428.3,599,4
997.1,518.81,4
38.3,427.31,4
995.92,284.8,4
403.91,287.4,4
427.1,584.5,4
496,493.2,4
250.01,428,4
414.01,707,4
710.1,428,4
427.1,403.91,4
401.9,410.91,4
286.7,996.82,4
493.2,486,4
401.9,785.59,4
401.9,785.51,4
507,427.5,4
518.81,276.52,4
401.9,276.51,4
287.4,V45.82,4
427.31,V43.65,4
496,V44.0,4
414,584.9,4
486,427.89,4
482.41,403.91,4
568,401.9,4
V45.81,276.2,4
518.81,998.59,4
511.9,996.62,4
276.7,995.92,4
789.5,518.81,4
285.9,511.9,4
428,V10.3,4
202.8,511.9,4
707.03,584.5,4
V55.0,518.81,4
427.31,286.6,4
780.57,496,4
410.71,285.1,4
530.81,998.11,4
584.9,780.39,4
584.9,70.7,4
571.5,244.9,4
518.81,996.81,4
996.85,486,4
287.5,996.62,4
285.29,401.9,4
518.84,276,4
112,518.81,4
284.8,38.9,4
401.9,998.32,4
507,780.39,4
458.29,428,4
244.9,38.11,4
496,571.5,4
486,276.7,4
362.01,403.91,4
276.2,428.3,4
244.9,518.84,4
599,780.57,4
276.2,491.21,4
38.11,276.7,4
996.86,414.01,4
250.6,403.91,4
585.9,276.7,4
995.91,38.9,4
403.91,287.5,4
518.81,453.8,4
276.1,428.3,4
428,250.41,4
357.2,403.91,4
584.9,300,4
995.92,V09.0,4
507,997.1,4
572.2,428,4
995.92,998.12,4
995.92,577,4
V58.61,518.84,4
518.81,412,4
E942.0,427.31,4
401.9,112,4
414.8,V45.81,4
427.31,557,4
250,693,4
285.1,486,4
570,284.8,4
584.5,305.1,4
507,575,4
458.29,518.81,4
250,998.59,4
V45.81,997.1,4
427.31,789.5,4
599,276.7,4
584.5,496,4
584.5,458.9,4
V58.67,585.6,4
272,425.4,4
263.9,414.01,4
585,427.31,4
440.2,250,4
785.51,599,4
496,V15.81,4
41.4,401.9,4
E933.1,584.9,4
427.5,780.57,4
482.41,584.9,4
443.9,414.01,4
496,285.1,4
285.9,458.29,4
584.9,112,4
785.51,412,4
511.9,584.9,4
427.31,707.12,4
560.1,427.31,4
416.8,518.81,4
584.5,412,4
599,8.45,4
518.81,518.83,4
294.8,507,4
410.71,584.5,4
285.1,284.8,4
518,995.92,4
583.81,428,4
38.49,427.31,4
403.91,790.7,4
263.9,512.1,4
V45.1,428,4
403.91,V44.0,4
412,V45.81,4
285.21,414.01,4
250,585,4
518,584.5,4
785.52,458.9,4
38.9,272,4
38.9,276,4
280,414.01,4
401.9,997.1,4
V10.05,427.31,4
V45.82,584.9,4
599.7,518.81,4
780.57,250,4
427.5,995.92,4
38.9,733,4
584.9,707,4
584.5,38.9,4
995.94,427.31,4
250.02,428,4
584.5,518.5,4
276.2,577,4
491.21,250,4
V45.82,244.9,4
998.12,427.31,4
70.54,518.81,4
284.8,42,4
428,508.1,4
511.9,272,4
414.01,482.1,4
V44.0,482.1,4
428,996.59,4
250,294.8,4
412,424,4
482.1,250,4
250.4,410.71,4
300.4,427.31,4
272,996.62,4
403.91,38.11,4
401.9,560.1,4
570,250,4
414.01,276.5,4
427.31,276.52,4
V44.0,201.9,4
486,V15.81,4
280,38.9,4
427.89,244.9,4
287.5,412,4
567.2,997.4,4
530.81,785.52,4
790.7,518.81,4
287.4,403.91,4
518.81,287.4,4
427.31,428.2,4
401.9,682.2,4
416.8,427.31,4
263.9,569.81,4
482.1,38.9,4
E933.1,38.9,4
518.83,427.31,4
599,416.8,4
412,V58.67,4
428,238.7,4
427.31,682.6,4
707,584.9,4
518.5,530.81,4
599,255.4,4
996.82,789.5,4
272,785.51,4
272,785.59,4
287.5,507,4
496,482.1,4
V10.3,401.9,4
V66.7,518.81,4
414,428,4
599,425.4,4
403.91,997.1,4
428,38.42,4
570,995.92,4
453.8,995.92,4
38.9,427.1,4
599,707.03,4
272.4,285.1,4
V42.2,414.01,4
996.59,428,4
412,507,4
E934.2,428,4
272,287.5,4
427.31,V10.3,4
599,585.9,4
284.8,995.92,4
414.01,250.6,4
414.01,250.4,4
584.9,453.8,4
V43.65,428,4
428,493.2,4
250.4,995.92,4
276.52,414.01,4
294.8,276.2,4
996.81,584.9,4
997.1,272,4
995.92,493.2,4
428,682.6,4
428,682.3,4
584.9,427.32,4
403.91,397,4
427.89,250,4
401.9,555.9,4
585.9,428.3,4
V45.81,482.41,4
401.9,305.1,4
255.4,250,4
432.1,428,4
486,577,4
518.81,585.6,4
584.9,780.57,4
263.9,518.5,4
250,280,4
571.5,280,4
427.31,996.86,4
557.1,427.31,4
276.5,285.1,4
486,255.4,4
584.9,424.1,4
250.51,403.91,4
401.9,V66.7,4
401.9,198.5,4
780.39,250,4
38.9,585,4
V45.01,424,4
42,287.5,4
453.8,38.9,4
434.11,428,4
285.21,250,4
518.84,410.71,4
518.81,427.89,4
428,996.86,4
293,250,4
518.82,518.81,4
280.9,428,4
496,428.3,4
285.29,599,4
486,250.41,4
V45.81,244.9,4
250.8,428,4
584.9,327.23,4
412,272,4
276.4,518.81,4
V45.81,410.91,4
496,276.4,4
486,585.6,4
570,285.1,4
996.62,518.84,4
482.41,995.92,4
785.51,272,4
285.29,412,4
285.9,496,4
287.5,790.7,4
599,998.12,4
997.1,496,4
518.84,250,4
995.92,V15.81,4
70.7,518.81,4
428,293,4
250.4,584.9,4
424,584.5,4
995.94,428,4
507,V45.01,4
276.5,997.4,4
518.81,707.03,4
995.92,453.8,4
995.92,491.21,4
507,348.1,4
434.91,584.9,4
197.7,197,4
518.81,997.1,4
428,710.1,4
276.1,276.7,4
276.1,276.2,4
38,458.9,4
995.92,518,4
486,482.1,4
428,V55.0,4
458.9,276.2,4
38.9,294.8,4
482.83,427.31,4
410.71,518.5,4
V55.0,276.2,4
201.9,508.1,4
293,496,4
272.4,414.01,4
486,V45.01,4
276,507,4
V58.65,584.9,4
491.21,276,4
995.92,427.5,4
V10.11,162.3,4
285.21,585.6,4
427.31,998.11,4
427.31,998.12,4
780.39,255.4,4
427.89,599,4
785.52,496,4
135,599,4
584.9,560.81,4
571.5,285.1,4
996.62,707.03,4
780.57,276.2,4
414.01,996.81,4
997.1,V45.81,4
486,707.14,4
507,38.8,4
401.9,557,4
276.8,427.31,4
428,572,4
584.5,284.8,4
491.21,785.52,4
518,785.52,4
995.92,530.81,4
518.83,V44.0,4
410.71,285.9,4
494,428,4
276,V44.0,4
530.81,V45.82,4
272,518.5,4
403.91,414.8,4
410.71,496,4
427.5,412,4
577,995.92,4
276.2,276,4
276.2,272,4
458.9,995.92,4
996.72,250,4
255.4,785.52,4
428,V58.65,4
285.29,V58.61,4
780.57,995.92,4
276.51,285.9,4
285.9,585.6,4
507,458.9,4
682.6,427.31,4
427.5,38.9,4
507,496,4
789.5,571.2,4
286.9,785.52,4
401.9,578.9,4
486,572.2,4
995.92,205,4
518.81,311,4
584.9,996.82,4
428,396.3,4
428,396.2,4
682.6,401.9,4
414.01,V44.0,4
518.5,410.71,4
518.81,286.7,4
599,284.8,4
8.45,250.4,4
255.4,599,4
789.5,785.52,4
276.1,995.92,4
425.4,518.81,4
571.5,452,4
584.5,425.4,4
599,280,4
427.31,434.91,4
996.62,482.83,4
198.89,401.9,4
427.81,428,4
272.4,403.91,4
441.4,584.9,4
V10.11,518.81,4
250,427.89,4
530.81,507,4
790.7,284.8,4
401.9,995.91,4
496,707.14,4
276.2,276.1,4
276.2,276.7,4
427.5,V45.82,4
428,38.8,4
403.91,276,4
482.41,518.84,4
V10.46,428,4
38.9,707.03,4
8.45,996.62,4
V58.67,401.9,4
V44.0,515,4
585,38.9,4
493.2,250,4
287.5,272,4
584.5,285.9,4
578,995.92,4
332,584.9,4
507,276.3,4
780.39,244.9,4
486,578.1,4
V45.02,427.31,4
996.81,38.9,4
410.91,414.01,4
403.91,357.2,4
V10.46,995.92,4
401.9,787.91,4
572.2,250,4
285.1,496,4
707.03,507,4
557,414.01,4
276.2,996.81,4
584.9,V58.61,4
403.91,998.59,4
244.9,276.2,4
V58.67,38.9,4
403.9,486,4
V45.81,599,4
584.5,70.54,4
403.9,427.31,4
V44.0,599,4
V58.65,38.9,4
427.1,272,4
570,244.9,4
427.31,V55.0,4
250,285.29,4
250,V45.01,4
V45.81,412,4
250,707,4
414.01,578.9,4
482.1,785.52,4
428,41.3,4
998.12,250,4
511,507,4
427.31,294.8,4
V45.82,403.91,4
557,38.9,4
250,255.4,4
414.01,585,4
V10.05,995.92,4
293,518.84,4
253.5,401.9,4
780.39,518.5,4
518.81,293,4
38.9,482.1,4
458.9,287.5,4
38.9,693,4
486,583.81,4
996.81,599,4
427.5,285.1,4
432.1,427.31,4
995.92,286.7,4
572.2,789.5,4
707,38.9,4
785.59,584.5,4
482.1,425.4,4
250,416.8,4
518.89,427.31,4
571.5,785.52,4
403.91,518,4
427.89,276.2,4
518.84,284.8,4
V42.2,427.31,4
507,567.2,4
276.51,599,4
250,V45.82,4
427.31,414,4
331,427.31,4
707.03,255.4,4
414.01,707.03,4
250.4,585.6,4
272,V58.67,4
518.81,V45.01,4
996.72,584.5,4
995.91,250,4
518.84,285.1,4
428,414.02,4
518.81,285.21,4
276.3,V44.0,4
599,412,4
440.24,403.91,4
276.2,507,4
424,244.9,4
244.9,V58.61,4
428,996.61,4
427.5,272,4
427.5,998.11,4
38.11,250.4,4
995.92,272,4
286.7,789.5,4
515,427.31,4
286.7,284.8,4
284.8,567.2,4
518.82,584.9,4
511.9,V45.81,4
427.31,577,4
571.5,155,4
70.44,789.5,4
996.86,996.81,4
996.81,507,4
998.59,496,4
570,571.5,4
733,428,4
427.31,263.9,4
486,38.49,4
286.9,38.9,4
496,V45.01,4
414.01,V12.59,4
250,998.12,4
996.62,8.45,4
V45.82,507,4
780.57,599,4
414.01,411.1,4
414.01,458.29,4
507,491.21,4
V45.81,518.81,4
274.9,486,4
38.9,70.54,4
285.1,530.81,4
995.92,V58.61,4
995.92,V58.65,4
428,515,4
41.11,250,4
995.92,285.29,4
285.9,V58.67,4
284.8,205,4
428,41.11,4
995.92,305.1,4
785.51,38.9,4
276.7,425.4,4
401.9,V43.65,4
496,V45.81,4
785.52,425.4,4
507,511.9,4
327.23,486,4
486,682.7,4
458.9,427.1,4
424.1,250,4
403.91,272.4,4
428,997.4,4
518.81,305.1,4
995.92,255.4,4
585.6,285.21,4
284.8,584.9,4
427.31,348.1,4
403.91,427.5,4
E934.2,V45.82,4
482.1,276.1,4
996.85,205,4
584.9,996.62,4
276.52,507,4
401.9,568.81,4
V45.01,414.01,4
996.82,263.9,4
482.41,244.9,4
287.5,518.5,4
427.89,V45.82,4
496,785.51,4
288,486,4
998.2,584.9,4
38.9,V44.0,4
599,424,4
518.84,244.9,4
398.91,414.01,4
512.1,276.5,4
274.9,585.9,4
570,276.2,4
276.1,425.4,4
785.52,493.2,4
112.2,250,4
38,511.9,4
578,250,4
285.9,507,4
458.29,427.31,4
496,998.59,4
518.81,693,4
518.81,482.83,4
428,276.8,4
458.9,416.8,4
272,585.9,4
780.39,276.1,4
428,568.81,4
482.1,507,4
244.9,397,4
789.5,70.54,4
276.2,V58.61,4
276.2,790.7,4
518.82,789.5,4
276.8,428,4
486,38.11,4
250.4,38.9,4
V58.65,428,4
276.2,785.52,4
276.2,785.59,4
995.92,263.9,4
733,401.9,4
278.01,401.9,4
38.9,570,4
284.8,263.9,4
486,287.4,4
572.3,584.9,4
577,511.9,4
996.62,V45.81,4
401.9,560.81,4
403.91,530.81,4
428,E932.0,4
511.9,585,4
599,V45.82,4
287.5,584.5,4
V45.81,530.81,4
410.71,V45.81,4
285.1,403.91,4
274.9,401.9,4
276.7,410.71,4
555.9,401.9,4
255.4,780.39,4
707.03,995.92,4
272,E932.0,4
205,584.5,4
599,V44.0,4
599,V44.2,4
518.81,424,4
790.7,403.91,4
V45.81,285.1,4
996.62,276.5,4
997.1,401.9,4
584.9,E932.0,4
272.4,707.03,4
287.5,38.9,4
V58.65,995.92,4
585.9,285.9,4
250.41,272,4
428,250.01,4
996.62,427.5,4
584.9,38.42,4
403.91,789.5,4
401.9,599.7,4
263.9,518.81,4
995.92,70.7,4
250.4,414.01,4
458.2,584.9,4
518.5,458.29,4
250.41,427.31,4
428,V49.75,4
250,577,4
424,285.9,4
276.5,789.5,4
401.9,276.4,4
518.81,530.81,4
486,285.1,4
996.82,518.81,4
V12.51,428,4
280,518.81,4
599,276,4
599,278,4
458.29,414.01,4
410.71,486,4
293,428,4
403.91,518.83,4
403.91,518.84,4
425.4,414.01,4
403.91,398.91,4
785.52,707.03,4
427.41,427.31,4
427.31,585.6,4
285.21,995.92,4
599,790.7,4
998.2,427.31,4
486,482.41,4
401.9,263.9,4
38.11,507,4
998.2,401.9,4
403.91,570,4
584.9,443.9,4
V44.0,414.01,4
285.1,996.82,4
198.3,401.9,4
577,427.31,4
427.1,995.92,4
414.8,401.9,4
496,274.9,4
996.81,707.03,4
584.9,70.54,4
424,250,4
998.59,250,4
38.9,707,4
785.59,38.9,4
427.1,507,4
427.31,415.19,4
V15.81,401.9,4
518.5,507,4
530.81,416.8,4
599,V15.3,4
496,707.03,4
578.1,427.31,4
414.01,8.45,4
785.52,789.5,4
482.41,V55.0,4
584.9,251.8,4
401.9,572.3,4
8.45,428.3,4
518.84,486,4
995.92,293,4
707,250,4
250,482.1,4
V44.0,507,4
401.9,569.81,4
401.9,274.9,4
584.5,511.9,4
996.62,507,4
584.9,396.2,4
348.1,584.9,4
285.21,8.45,4
518.84,276.1,4
250.4,250.6,4
434.91,272,4
572.4,789.5,4
428,578,4
996.81,486,4
412,250.6,4
427.31,396.3,4
578,38.9,4
428,410.91,4
250,995.91,4
530.81,244.9,4
251.8,518.81,4
285.1,287.5,4
401.9,251.8,4
427.1,997.1,4
428.22,518.81,4
276.5,276.3,4
401.9,998.59,4
38,584.5,4
427.31,E934.2,4
401.9,V58.65,4
518.89,995.92,4
263.9,707.03,4
250.41,996.86,4
V58.67,599,4
285.1,785.52,4
V44.0,425.4,4
403.91,362.01,4
518.81,593.9,4
V45.81,424,4
414.01,416.8,4
276.2,412,4
276.2,511.9,4
244.9,416.8,4
707.03,599,4
276.1,414.01,4
996.81,996.62,4
401.9,278.01,4
E878.8,401.9,4
427.31,V10.05,4
401.9,272.4,4
486,511.9,4
996.86,250.41,4
285.29,276.2,4
38.9,511.9,4
E933.1,276.5,4
276.51,995.92,4
E934.2,427.31,4
496,693,3
197,401.9,3
276.5,V58.61,3
272,693,3
507,410.71,3
585.6,995.92,3
38,785.52,3
412,785.51,3
998.12,486,3
458.29,584.9,3
38.11,496,3
584.9,V10.11,3
286.7,287.5,3
416.8,584.5,3
567.2,571.5,3
70.54,V45.82,3
789.5,250,3
414.01,V15.81,3
414.01,255.4,3
733,530.81,3
285.9,276,3
285.9,272,3
414.01,491.21,3
493.9,584.9,3
412,272.4,3
276,584.5,3
401.9,253.2,3
401.9,253.6,3
458.29,V45.02,3
996.72,427.5,3
560.1,518.81,3
337.3,996.81,3
V45.82,412,3
998.12,518.81,3
571.5,416.8,3
518.81,396.2,3
518.5,280,3
401.9,414,3
427.31,E932.0,3
286.9,V45.81,3
995.92,427.81,3
995.92,427.89,3
441.4,428,3
577,707.03,3
V45.81,998.11,3
518,496,3
996.62,585.6,3
276.5,425.4,3
998.83,403.91,3
427.31,403.9,3
493.2,276.5,3
344.1,518.81,3
V58.67,362.01,3
593.9,518.81,3
70.54,789.5,3
403.91,707.03,3
496,424.1,3
403.91,V45.02,3
576.1,995.92,3
403.91,E879.1,3
428,996.72,3
518.82,276.2,3
486,998.2,3
414.01,414.8,3
424,276.2,3
584.5,285.29,3
453.8,518.5,3
244.9,414.8,3
584.5,571.5,3
V58.61,284.8,3
693,584.9,3
578.9,584.9,3
427.5,250.4,3
244.9,398.91,3
486,41.7,3
112,287.5,3
572.3,250,3
250,572.3,3
785.59,70.54,3
V45.82,785.52,3
785.52,578.9,3
276.3,584.9,3
511,508.1,3
401.9,250.8,3
427.31,578.1,3
348.31,599,3
511.9,486,3
570,998.12,3
428,369,3
599,263.9,3
998.59,560.1,3
599,410.71,3
272,424,3
599,135,3
287.4,995.92,3
410.71,998.11,3
530.81,585.6,3
E933.1,428,3
403.91,V45.1,3
568,682.2,3
8.45,584.5,3
70.54,585,3
202.8,276.5,3
583.81,427.31,3
996.62,284.8,3
276.7,996.81,3
428.3,276.2,3
707,507,3
285.9,518.84,3
285.9,427.1,3
250,482.83,3
995.92,458.29,3
530.81,285.21,3
578.9,250,3
V58.67,8.45,3
205,995.92,3
428,V15.3,3
284.8,486,3
276.2,285.29,3
577,599,3
V43.3,584.9,3
571.5,276.5,3
682.2,584.9,3
428,286.7,3
788.2,250,3
997.4,428,3
780.39,482.1,3
425.4,42,3
427.1,V45.81,3
707.03,38.9,3
70.54,155,3
571.5,486,3
482.1,496,3
458.9,496,3
428,250.8,3
272,997.1,3
410.71,569.83,3
276.1,285.9,3
785.52,511.9,3
V58.61,996.62,3
569.81,401.9,3
41.7,599,3
785.51,780.39,3
511.9,V10.11,3
V58.67,496,3
571.2,789.5,3
428,V12.59,3
428,V10.52,3
287.5,410.71,3
276.5,V45.01,3
424.1,428.3,3
365.9,599,3
244.9,V44.0,3
508.1,425.4,3
274,428,3
38.9,280,3
38.9,560.1,3
250.51,428,3
599,493.2,3
584.5,996.81,3
584.5,996.82,3
197,584.9,3
458.2,428,3
511.9,38.11,3
410.91,401.9,3
789.5,403.91,3
276.1,584.5,3
996.81,V45.82,3
276.1,599,3
530.81,285.9,3
584.9,790.7,3
38.11,585.6,3
568,569.81,3
707,996.81,3
272.4,410.71,3
278,518.81,3
427.31,820.21,3
428,205,3
427.5,486,3
293,486,3
428,518.89,3
403.91,403.9,3
401.9,707.05,3
276.2,482.41,3
707.14,707.03,3
276,V45.01,3
263.9,486,3
787.91,599,3
V09.0,276.51,3
401.9,585.6,3
272,285.9,3
414.01,443.9,3
V58.65,285.9,3
8.45,250,3
518.5,276.2,3
518.5,276.1,3
41.11,427.31,3
584.9,428.33,3
518.81,294.8,3
287.4,285.1,3
276.5,V10.11,3
V58.61,250,3
332,995.92,3
38.9,785.59,3
401.9,287.4,3
38.9,412,3
38.9,416,3
458.9,428.3,3
486,8.45,3
V45.1,250.4,3
572.2,585,3
584.5,42,3
518.82,995.92,3
584.9,512.1,3
276.5,286.7,3
276.5,286.6,3
493.9,427.31,3
785.51,788.2,3
584.9,286.7,3
V45.81,403.91,3
V53.32,V45.81,3
287.5,V45.82,3
427.31,569.83,3
428,440.1,3
515,518.81,3
285.21,250.4,3
V44.1,427.31,3
8.45,V44.0,3
401.9,568,3
427.1,584.9,3
V45.81,410.71,3
V49.75,996.81,3
519.1,428,3
250.01,427.31,3
428.22,458.9,3
414.8,403.91,3
250.02,427.31,3
E942.0,599,3
518.81,276.8,3
518.81,276.6,3
518.81,162.9,3
518.81,512.1,3
584.9,253.2,3
427.41,584.5,3
263.9,38.9,3
427.1,287.5,3
38,995.92,3
401.9,567.22,3
557,410.71,3
584.5,250.4,3
414.01,V10.3,3
276.5,518.5,3
280,244.9,3
38.9,416.8,3
584.9,996.81,3
70.54,38.49,3
584.9,250.4,3
572.4,70.54,3
276.7,38.9,3
276.52,276.5,3
8.45,401.9,3
496,578.9,3
357.2,38.9,3
577,284.8,3
E942.0,412,3
285.1,998.59,3
553.3,427.31,3
458.9,250,3
584.5,V58.67,3
V44.0,511,3
996.86,428,3
276.5,585.9,3
401.9,493.2,3
403.9,403.91,3
996.82,997.4,3
518.81,300,3
V10.11,276.1,3
V10.11,276.2,3
496,305.1,3
482,263.9,3
693,427.31,3
38.9,572.2,3
414.01,287.5,3
707.03,584.9,3
507,585.9,3
427.31,286.9,3
427.31,286.7,3
995.94,584.9,3
425.4,416,3
250,250.8,3
274.9,560.81,3
E885.9,428,3
518.84,332,3
112,42,3
518.81,572.2,3
V58.61,599,3
401.9,250.6,3
434.91,414.01,3
790.7,511.9,3
584.5,V45.81,3
584.5,V45.82,3
428,458.2,3
996.82,284.8,3
38.11,38.9,3
780.57,38.9,3
287.4,785.52,3
997.4,401.9,3
428.3,285.9,3
486,599.7,3
707.07,401.9,3
278,584.9,3
41.11,584.9,3
276.2,427.41,3
493.2,518.5,3
410.41,584.5,3
508.1,201.9,3
482.1,300,3
496,780.57,3
272,311,3
530.81,250.4,3
996.72,507,3
511.9,244.9,3
572.3,789.5,3
571.5,276.2,3
496,8.45,3
276.1,412,3
785.51,707,3
785.52,V45.01,3
287.5,530.81,3
570,42,3
401.9,425.4,3
428,E878.8,3
V49.75,272,3
276.7,511.9,3
518.5,584.5,3
585.9,276.1,3
584.5,707,3
38.9,996.62,3
518.83,425.4,3
38.9,332,3
276.7,244.9,3
518.81,274.9,3
486,V09.0,3
427.41,428,3
365.9,584.9,3
507,E932.0,3
585.9,507,3
284.8,401.9,3
285.29,414.01,3
V45.81,398.91,3
244.9,785.51,3
530.81,536.3,3
496,583.81,3
486,585,3
440.1,428,3
38.9,424.1,3
276.5,491.21,3
518.5,496,3
38.19,38.9,3
427.81,584.9,3
427.5,570,3
425.5,427.31,3
995.92,998.11,3
995.92,570,3
995.92,578,3
V44.0,482,3
V45.81,38.9,3
584.5,518,3
518.84,201.9,3
707,276.1,3
707,276.5,3
276,486,3
V45.02,401.9,3
V44.3,996.81,3
284.8,785.52,3
348.1,401.9,3
997.1,412,3
E934.2,511.9,3
414.8,V45.82,3
276.7,250,3
996.62,287.4,3
486,280,3
V58.61,412,3
41.7,995.92,3
253.6,530.81,3
518.82,496,3
507,570,3
250.41,599,3
416,425.4,3
414.01,V10.11,3
286.7,285.1,3
286.9,250,3
276.2,293,3
599,276.3,3
707.03,496,3
571.5,286.7,3
585.9,V45.82,3
V58.67,585.9,3
995.92,V44.2,3
780.39,996.81,3
599,996.82,3
427.31,332,3
272,998.59,3
428,560.1,3
427.31,284.8,3
348.1,414.01,3
428,785.59,3
276.5,428.31,3
995.92,780.39,3
518.84,414.01,3
263.9,567.2,3
599.7,584.5,3
599.7,584.9,3
530.81,276,3
584.9,V66.7,3
300.4,998.11,3
250.4,599,3
799.02,428,3
518,427.31,3
518.82,560.81,3
276,253.2,3
412,285.21,3
443.9,401.9,3
787.91,428,3
38.8,427.31,3
V10.3,518.84,3
287.5,70.54,3
38.9,493.2,3
285.29,425.4,3
428,557,3
996.82,571.2,3
250,569.81,3
250,250.02,3
482.41,584.5,3
162.2,401.9,3
428,286.6,3
996.62,518.5,3
486,112.2,3
571.5,572.2,3
507,443.9,3
280,250,3
507,70.54,3
572.2,42,3
V10.05,785.52,3
276.1,786.3,3
428.32,401.9,3
593.9,427.31,3
251.8,428,3
285.21,274.9,3
486,997.1,3
428.3,276.51,3
518,250,3
V15.81,599,3
995.92,38.42,3
427.1,486,3
255.4,486,3
V58.61,285.1,3
424.1,403.91,3
496,V58.65,3
496,V58.67,3
401.9,578.1,3
V10.11,285.9,3
276.5,570,3
41.3,518.81,3
365.9,428,3
401.9,294.8,3
996.72,427.31,3
518.81,998.2,3
584.9,682.7,3
411.1,401.9,3
414,V45.81,3
E934.2,496,3
530.81,583.81,3
287.4,511.9,3
V45.81,272.4,3
518.81,E934.2,3
427.31,421,3
578,V45.82,3
286.7,518.81,3
518,584.9,3
482.41,785.51,3
396.2,428,3
V45.81,V45.02,3
V45.81,V45.01,3
401.9,998.2,3
427.31,458.2,3
250.41,414.01,3
401.9,38.8,3
V44.0,V45.01,3
424,287.5,3
584.9,585.6,3
V45.82,584.5,3
572.3,995.92,3
276.52,38.9,3
785.59,486,3
V58.61,244.9,3
284.8,276.2,3
518.5,518,3
38.9,38.49,3
482.41,V09.0,3
185,414.01,3
112.2,401.9,3
707.14,428,3
253.5,584.9,3
V44.4,518.81,3
414.01,112,3
995.91,285.1,3
276.5,244.9,3
584.9,560.2,3
